Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_hijos,Año_registro,Total_gasto,Total_compras,Campañas_aceptadas,Cluster_KMeans,Clusters_Jerarquicos,Cluster_DBSCAN
Licenciatura,Casado,40794.0,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,51,1,2013,434,16,0,1,0,0
Posgrado,Casado,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,55,2,2013,198,12,0,1,1,0
Licenciatura,Casado,4428.0,0,1,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,57,1,2013,359,25,0,1,0,0
Posgrado,Casado,32632.0,0,0,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,63,0,2012,576,18,0,1,0,-1
Doctorado,Soltero,38236.0,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,58,2,2013,88,11,0,1,1,0
Licenciatura,Casado,36781.0,1,0,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,47,1,2014,63,6,1,1,1,0
Maestría,Soltero,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,42,1,2012,27,4,2,1,1,0
Licenciatura,Casado,24570.0,1,0,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,42,1,2013,193,11,0,1,1,0
Doctorado,Divorciado,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,52,1,2012,101,9,1,1,1,0
Licenciatura,Casado,94642.0,0,0,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,75,0,2014,2211,21,2,0,0,0
Maestría,Casado,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,64,1,2013,140,8,0,1,1,0
Licenciatura,Soltero,53201.0,1,1,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,51,2,2013,415,22,0,1,0,0
Licenciatura,Unión Libre,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,69,1,2012,22,4,0,1,1,0
Licenciatura,Casado,57113.0,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,48,2,2013,263,16,0,1,0,0
Licenciatura,Casado,51373.0,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,35,0,2013,393,12,0,1,1,0
Licenciatura,Casado,23477.0,1,0,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,40,1,2013,147,10,0,1,1,0
Licenciatura,Casado,58116.0,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,70,1,2014,443,16,0,1,0,0
Doctorado,Divorciado,72968.0,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,63,0,2013,1958,19,2,0,0,-1
Maestría,Casado,39791.0,0,1,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,55,1,2013,174,10,0,1,1,0
Maestría,Soltero,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,79,0,2013,2217,27,2,0,0,-1
Licenciatura,Soltero,94472.0,0,1,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,68,1,2014,1691,16,2,0,0,-1
Licenciatura,Unión Libre,13672.0,1,1,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,66,2,2013,25,6,0,1,1,0
Posgrado,Casado,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,46,0,2014,809,21,4,0,0,-1
Licenciatura,Casado,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,51,0,2012,895,16,2,0,0,0
Doctorado,Unión Libre,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,51,1,2012,484,18,0,1,0,0
Doctorado,Casado,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,53,1,2013,413,18,1,1,0,0
Posgrado,Soltero,67506.0,0,1,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,46,1,2014,331,12,0,1,1,0
Licenciatura,Soltero,24206.0,1,0,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,56,1,2013,25,5,0,1,1,0
Doctorado,Divorciado,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,59,1,2013,13,4,0,1,1,0
Licenciatura,Casado,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,56,1,2012,115,10,1,1,1,0
Licenciatura,Soltero,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,60,0,2014,16,4,0,1,1,0
Maestría,Soltero,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,54,2,2013,92,9,0,1,1,0
Licenciatura,Casado,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,49,1,2013,52,7,0,1,1,0
Licenciatura,Casado,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,56,1,2012,1464,23,0,0,0,0
Licenciatura,Divorciado,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,62,1,2013,441,17,1,1,0,0
Doctorado,Divorciado,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,67,1,2013,283,12,0,1,0,0
Doctorado,Unión Libre,65814.0,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,60,1,2014,747,23,0,0,0,0
Licenciatura,Divorciado,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,68,0,2013,1870,17,0,0,0,0
Licenciatura,Soltero,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,40,1,2013,165,11,0,1,1,0
Licenciatura,Unión Libre,96876.0,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,49,0,2013,1941,24,4,0,0,-1
Básica,Casado,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,45,0,2013,839,27,0,0,0,-1
Licenciatura,Soltero,68281.0,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,68,0,2012,1655,25,1,0,0,0
Posgrado,Casado,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,51,2,2013,23,4,0,1,1,0
Licenciatura,Casado,36790.0,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,43,0,2013,66,6,1,1,1,0
Licenciatura,Unión Libre,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,59,2,2013,37,8,0,1,1,0
Licenciatura,Divorciado,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,75,2,2014,21,6,0,1,1,0
Licenciatura,Unión Libre,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,54,3,2012,22,4,0,1,1,0
Licenciatura,Unión Libre,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,48,1,2014,78,9,0,1,1,0
Maestría,Casado,43815.0,1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,44,1,2013,79,6,0,1,1,0
Licenciatura,Casado,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,70,2,2014,265,17,0,1,0,0
Maestría,Casado,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,74,1,2014,1175,19,0,0,0,0
Doctorado,Casado,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,61,1,2013,1305,28,0,0,0,0
Maestría,Casado,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,47,1,2014,46,8,0,1,1,0
Licenciatura,Unión Libre,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,61,2,2013,25,4,0,1,1,0
Licenciatura,Divorciado,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,73,0,2013,46,5,0,1,0,0
Maestría,Unión Libre,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,77,1,2012,874,26,2,0,0,-1
Posgrado,Unión Libre,7500.0,1,0,2012-08-01,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,41,1,2012,100,10,0,1,1,0
Doctorado,Viudo,68117.0,0,1,2013-03-10,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,79,1,2013,930,25,2,0,0,-1
Licenciatura,Casado,67225.0,0,1,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,71,1,2013,868,23,0,0,0,0
Licenciatura,Casado,17649.0,1,0,2013-11-12,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,50,1,2013,45,9,0,1,1,0
Licenciatura,Unión Libre,55914.0,0,1,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,51,1,2013,1260,29,0,0,0,0
Licenciatura,Casado,40059.0,1,0,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,42,1,2013,414,12,1,1,0,0
Licenciatura,Unión Libre,60905.0,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,76,1,2013,392,15,0,1,0,0
Licenciatura,Casado,75330.0,1,1,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,49,2,2012,1109,29,0,0,0,0
Licenciatura,Soltero,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,75,1,2013,639,22,0,0,0,0
Licenciatura,Casado,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,42,1,2013,79,6,0,1,1,0
Licenciatura,Unión Libre,61416.0,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,44,0,2013,1665,24,1,0,0,0
Licenciatura,Soltero,49767.0,0,0,2013-05-02,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,35,0,2013,692,18,0,0,0,0
Licenciatura,Soltero,83273.0,1,2,2012-09-25,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,56,3,2012,1392,29,0,0,0,-1
Licenciatura,Casado,29009.0,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,45,1,2013,44,7,0,1,1,0
Maestría,Casado,45057.0,1,0,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,47,1,2013,50,6,0,1,1,0
Licenciatura,Casado,37150.0,1,0,2012-09-11,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,55,1,2012,467,21,0,1,0,0
Licenciatura,Soltero,43020.0,1,0,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,56,1,2013,223,12,0,1,0,0
Licenciatura,Casado,53154.0,0,1,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,67,1,2014,158,9,0,1,0,0
Licenciatura,Casado,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,53,0,2013,1211,28,2,0,0,0
Licenciatura,Soltero,76467.0,1,0,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,56,1,2012,1575,14,1,0,0,0
Posgrado,Casado,81044.0,0,0,2013-12-27,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,79,0,2013,1208,22,0,0,0,0
Licenciatura,Casado,32871.0,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,75,2,2013,43,5,0,1,1,0
Licenciatura,Soltero,55801.0,1,1,2013-09-22,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,51,2,2013,527,21,1,1,0,0
Licenciatura,Viudo,76320.0,0,1,2014-06-22,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,67,1,2014,932,15,0,0,0,0
Maestría,Soltero,36927.0,1,1,2014-06-02,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,71,2,2014,71,8,0,1,1,0
Licenciatura,Unión Libre,48794.0,1,1,2014-06-26,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,73,2,2014,54,5,0,1,1,0
Licenciatura,Soltero,23478.0,0,0,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,61,0,2013,129,7,0,1,1,0
Licenciatura,Divorciado,71128.0,1,0,2012-10-06,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,53,1,2012,1615,27,0,0,0,0
Doctorado,Divorciado,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,50,1,2013,1034,26,0,0,0,0
Licenciatura,Casado,59462.0,0,1,2013-01-05,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,76,1,2013,1088,25,0,0,0,0
Maestría,Unión Libre,,1,1,2013-05-18,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,57,2,2013,721,25,0,0,0,0
Licenciatura,Unión Libre,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,57,1,2013,137,10,0,1,1,0
Doctorado,Soltero,,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,45,1,2013,47,8,0,1,1,0
Doctorado,Unión Libre,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,44,0,2013,1244,17,0,0,0,0
Licenciatura,Unión Libre,42554.0,1,1,2013-01-12,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,48,2,2013,41,7,0,1,1,0
Licenciatura,Casado,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,52,1,2012,1174,32,0,0,0,0
Licenciatura,Viudo,67046.0,0,1,2013-01-06,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,75,1,2013,993,15,0,0,0,0
Licenciatura,Casado,42192.0,0,0,2013-09-06,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,78,0,2013,100,7,0,1,0,0
Doctorado,Casado,77610.0,0,1,2012-10-29,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,74,1,2012,1680,17,0,0,0,0
Licenciatura,Casado,31761.0,1,0,2014-04-05,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,42,1,2014,98,9,0,1,1,0
Licenciatura,Unión Libre,34350.0,1,0,2013-10-19,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,47,1,2013,48,5,0,1,1,0
Licenciatura,Unión Libre,54591.0,0,1,2013-08-05,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,77,1,2013,519,19,0,0,0,0
Licenciatura,Casado,71866.0,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,70,1,2013,715,20,0,0,0,0
Licenciatura,Casado,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,57,1,2013,37,5,0,1,1,0
Doctorado,Soltero,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,39,0,2013,653,20,1,0,0,-1
Licenciatura,Casado,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,43,0,2013,1455,21,0,0,0,0
Licenciatura,Divorciado,64713.0,1,0,2014-02-07,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,56,1,2014,602,19,1,0,0,0
Maestría,Casado,27889.0,1,0,2013-07-05,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,49,1,2013,26,5,0,1,1,0
Básica,Viudo,22123.0,0,0,2014-03-27,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,66,0,2014,102,7,0,1,0,0
Licenciatura,Casado,,1,1,2013-03-03,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,55,2,2013,97,10,0,1,1,0
Maestría,Unión Libre,,0,1,2013-06-23,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,72,1,2013,207,11,0,1,1,0
Licenciatura,Casado,27803.0,1,0,2012-08-26,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,53,1,2012,176,9,0,1,1,0
Licenciatura,Soltero,,0,1,2013-10-18,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,71,1,2013,450,15,0,1,0,0
Licenciatura,Casado,51651.0,0,1,2012-11-07,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,66,1,2012,433,17,0,1,0,0
Licenciatura,Casado,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,38,0,2013,1366,30,0,0,0,0
Maestría,Viudo,,0,0,2013-10-30,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,83,0,2013,1564,22,2,0,0,-1
Licenciatura,Casado,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,57,1,2013,1001,27,0,0,0,0
Posgrado,Casado,87000.0,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,34,0,2012,961,18,0,0,0,-1
Licenciatura,Casado,79823.0,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,67,1,2014,1518,23,1,0,0,0
Licenciatura,Soltero,30828.0,1,0,2013-10-04,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,46,1,2013,56,8,0,1,1,0
Maestría,Casado,34109.0,0,1,2013-11-06,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,55,1,2013,22,4,0,1,1,0
Maestría,Divorciado,53367.0,1,1,2013-08-31,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,52,2,2013,400,21,1,1,0,0
Básica,Unión Libre,22390.0,0,0,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,57,0,2013,26,4,0,1,0,-1
Licenciatura,Unión Libre,71322.0,0,1,2014-05-02,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,50,1,2014,350,13,0,1,0,0
Licenciatura,Soltero,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,1,33,0,2012,1216,22,3,0,0,-1
Maestría,Unión Libre,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,77,1,2012,874,26,2,0,0,-1
Doctorado,Casado,48699.0,1,1,2013-05-21,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,76,2,2013,40,5,0,1,1,0
Licenciatura,Unión Libre,80144.0,0,0,2013-09-30,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,51,0,2013,1367,19,0,0,0,0
Licenciatura,Soltero,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,70,2,2013,264,15,0,1,1,0
Maestría,Casado,81929.0,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1,50,1,2012,2053,20,3,0,0,-1
Licenciatura,Casado,76068.0,0,1,2012-11-29,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,51,1,2012,1376,10,2,0,0,-1
Maestría,Casado,53204.0,1,1,2014-03-20,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,50,2,2014,45,5,0,1,1,0
Doctorado,Unión Libre,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,77,1,2014,976,27,0,0,0,0
Posgrado,Casado,14796.0,1,0,2012-09-17,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,42,1,2012,51,6,1,1,1,0
Doctorado,Casado,78128.0,0,1,2014-02-19,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,52,1,2014,1264,20,2,0,0,0
Básica,Casado,14188.0,0,0,2013-02-28,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,54,0,2013,75,7,0,1,1,0
Básica,Casado,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,40,1,2012,57,7,0,1,1,0
Maestría,Casado,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,64,1,2013,140,8,0,1,1,0
Licenciatura,Divorciado,72967.0,0,1,2012-12-15,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,1,56,1,2012,497,19,2,0,0,0
Maestría,Casado,48150.0,0,1,2013-06-08,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,77,1,2013,266,13,0,1,0,0
Licenciatura,Soltero,82332.0,0,0,2012-09-17,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1,65,0,2012,2006,21,2,0,0,0
Licenciatura,Viudo,58275.0,1,1,2013-06-02,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,71,2,2013,615,23,0,0,0,0
Doctorado,Unión Libre,44953.0,0,0,2012-12-21,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,45,0,2012,1021,24,1,0,0,-1
Licenciatura,Unión Libre,34587.0,1,1,2014-05-16,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,73,2,2014,22,6,0,1,1,0
Maestría,Unión Libre,43018.0,0,1,2013-11-01,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,52,1,2013,133,7,0,1,1,0
Maestría,Casado,45736.0,0,1,2013-07-24,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,72,1,2013,437,19,0,1,0,0
Maestría,Unión Libre,66476.0,0,1,2013-12-04,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,57,1,2013,1013,26,0,0,0,0
Posgrado,Casado,27733.0,1,0,2013-08-26,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,45,1,2013,57,7,0,1,1,0
Doctorado,Unión Libre,69805.0,0,1,2014-01-21,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,74,1,2014,1038,27,0,0,0,0
Maestría,Soltero,72217.0,0,0,2013-04-10,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,64,0,2013,1573,22,0,0,0,1
Licenciatura,Divorciado,25818.0,1,0,2012-10-18,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,55,1,2012,28,4,0,1,1,0
Maestría,Unión Libre,37509.0,1,0,2012-09-12,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,50,1,2012,123,9,0,1,1,0
Posgrado,Unión Libre,25176.0,1,1,2013-08-10,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,50,2,2013,13,4,0,1,1,0
Licenciatura,Casado,43586.0,0,1,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,46,1,2012,132,10,0,1,1,0
Posgrado,Casado,53230.0,0,1,2012-08-03,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,70,1,2012,732,23,0,0,0,0
Licenciatura,Unión Libre,50116.0,1,1,2014-06-20,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,69,2,2014,66,7,1,1,1,0
Licenciatura,Unión Libre,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,54,0,2013,1631,24,3,0,0,0
Licenciatura,Casado,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,60,1,2013,608,18,0,0,0,0
Doctorado,Casado,82333.0,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,0,1,40,0,2013,1822,18,2,0,0,-1
Doctorado,Unión Libre,65220.0,0,0,2012-09-03,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,1,61,0,2012,1282,23,1,0,0,0
Licenciatura,Unión Libre,33590.0,2,1,2013-11-03,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,52,3,2013,8,4,0,1,1,0
Licenciatura,Divorciado,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,50,1,2013,43,5,0,1,1,0
Maestría,Soltero,72309.0,0,0,2013-03-11,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,0,1,50,0,2013,1931,20,2,0,0,-1
Doctorado,Casado,156924.0,0,0,2013-08-29,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0,2013,8,0,0,0,0,-1
Básica,Casado,16005.0,1,0,2012-08-14,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,46,1,2012,103,8,0,1,1,0
Maestría,Soltero,65487.0,0,0,2014-01-10,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,69,0,2014,1169,17,0,0,0,0
